citation,doc_count,doc_count_case,doc_count_research,total_hits,top_issues,sample_context
668 S.W.3d 662,1,0,1,1,law_enforcement;recusal;ex_parte;jurisdiction;fraud_perjury,"RESEARCH\regional_retired_judges.pdf | State ex rel. Wice, 668 S.W.3d 662 (Tex. Crim. App. 2023), but the"
669 F.2d 894,1,0,1,1,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Morgan-and-Daniel-engaged-in-multiple-acts--including-the-preparation-of-false-court-documents-and-t-1.pdf | of the scheme.' Id., quoted in United States v. Lebovitz, 669 F.2d 894, 896"
671 F.2d 419,1,0,1,1,jurisdiction;rico;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-If-someone-in-oklahoma-invites-someone-to-his-house-and-that-person-lives-in-Texas--and-their-whole--1.pdf | Coastal Petroleum Co., 671 F.2d 419, 422 (11th Cir.1982) (internal citation"
671 S.W.2d 112,1,0,1,1,recusal;jurisdiction;rico;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-Under-what-circumstances-does-judicial-or-quasi-judicial-immunity-not-apply-to-judges-or-court-staff-1.pdf | Waco 1986, no writ); Augustine By Augustine v. Nusom, 671 S.W.2d 112, 115"
674 F.3d 332,1,0,1,1,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-Defendants-Myers-and-Branthoover-coordinated-and-planned-the-fraudulent-acts--including-wire-fraud---1.pdf | United States v. Jefferson, 674 F.3d 332 (4th Cir. 2012)"
677 F.2d 404,1,0,1,1,jurisdiction;lockout_eviction;federal_court;associate_judge;appeal,"RESEARCH\vLex-Vincent-An-associate-judge-presided-over-a-motion-that-was-filed-as-a-de-novo-request-following-a-prior-hear-1.pdf | Wainwright, 677 F.2d 404, 409-10 (5th Cir.1982) (en banc) (citing 28 U.S.C."
677 F.3d 712,1,0,1,1,law_enforcement;due_process;recusal;jurisdiction;fraud_perjury,"RESEARCH\vLex-Vincent-The-respondent-alleges-that-all-state-appellate-remedies--including-multiple-mandamus-petitions-and--1.pdf | Bice v. La. Pub. Def. Bd., 677 F.3d 712, 716 (5th Cir. 2012) (quoting"
677 S.W.3d 62,1,0,1,1,law_enforcement;recusal;ex_parte;notice;jurisdiction,"RESEARCH\HIDING DOCUMENTS FROM PUBLIC.pdf | Saucedo ex rel. I.S. v. El Paso Children's Hosp. Corp., 677 S.W.3d 62 (Tex."
678 F. Supp. 622,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (5)-1.pdf | Wing v. JC Bradford &amp; Co., 678 F. Supp. 622 (N.D. Miss. 1987)"
681 F.3d 215,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (10)-1.pdf | most favorable to the plaintiff. Bowlby v. City of Aberdeen, 681 F.3d 215, 219"
681 S.W.3d 916,1,0,1,1,jurisdiction;notice;lockout_eviction;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-What-constitutes--fraud-on-the-court--in-Texas--and-what-are-the-available-remedies-if-proven-in-a-d-1.pdf | Boothe v. Boothe, 681 S.W.3d 916, 924 (Tex. App.-Houston [14th Dist.] 2023,"
683 F.3d 639,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (5)-1.pdf | mere inference or supposition. United States v. Grant, 683 F.3d 639, 642"
684 F.3d 435,1,0,1,1,law_enforcement;jurisdiction;notice;rico;lockout_eviction,"RESEARCH\vLex-Vincent-IN-THE-UNITED-STATES-DISTRJCT-COURT-FOR-THE-WESTERN-DISTRJCT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS--Plain-1.pdf | McMahen, 684 F.3d 435, 439 (4th Cir. 2012) (citation omitted). 'Thus, while"
686 S.W.2d 742,1,0,1,1,due_process;ex_parte;notice;jurisdiction;temporary_orders,"RESEARCH\NO ORDER OF REFERRAL - ASSOCIATE JUDGE.pdf | Kelly v. State, 686 S.W.2d 742, 744 (Tex.App.--Austin 1985), aff'd, 724 S.W.2d"
687 S.W.2d 19,1,0,1,1,law_enforcement;due_process;ex_parte;notice;jurisdiction,"RESEARCH\vLex-Vincent-What-are-the-broader-implications-1.pdf | Soto-Ruphuy v. Yates, 687 S.W.2d 19 (Tex. App. 1984)"
688 F.2d 108,1,0,1,1,law_enforcement;federal_court;civil_rights_1983;appeal;sanctions_contempt,"RESEARCH\vLex-Vincent-Extortion-Under-Color-of-Official-Right--Extortion-under-color-of-official-right-does-not-require-pr-1.pdf | States v. Margiotta, 688 F.2d 108, 131 (2d Cir.1982), cert. denied, 461 U.S."
688 F.2d 919,1,0,1,1,rico;fraud_perjury;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-Morgan-Michelle-Myers-actively-transferred-funds--prepared-fraudulent-documents--and-lied-to-the-cou-1.pdf | U.S. v. Boffa, 688 F.2d 919 (3rd Cir. 1982)"
688 S.W.2d 230,1,0,1,1,law_enforcement;notice;federal_court;appeal;hearing,"RESEARCH\RULE 12.pdf | [14th Dist.] 2016, pet. denied); Urbish v. James, 688 S.W.2d 230, 233 (Tex."
689 S.W.2d 212,1,0,1,1,law_enforcement;due_process;jurisdiction;temporary_orders;lockout_eviction,"RESEARCH\vLex-Vincent-If-a-party-in-Texas-1.pdf | 689 S.W.2d 212, 213 (Tex. 1985) (per curiam). Subject-matter jurisdiction is essential for a court to have authority to decide a case; it is not presumed and cannot"
692 F.3d 435,1,0,1,1,law_enforcement;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent-Myers-transferred--1-576-from-a-joint-marital-account-to-Branthoover-s-PayPal-account--and-used-thos-1.pdf | Cuellar v. United States was cited in Jamieson v. United States, 692 F.3d 435"
693 S.W.2d 578,1,0,1,1,ex_parte;notice;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-How-and-when-can-a-party-invoke-their-right-to-a-jury-trial--1.pdf | Hardy v. Port City Ford Truck Sales, Inc., 693 S.W.2d 578 (Tex. App. 1985)"
696 S.W.2d 895,1,0,1,1,ex_parte;notice;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-How-and-when-can-a-party-invoke-their-right-to-a-jury-trial--1.pdf | TEX.R. CIV. P. 216; Huddle v. Huddle, 696 S.W.2d 895, 895 (Tex.1985)"
699 F.3d 812,1,0,1,1,recusal;fraud_perjury;appeal;law_enforcement;notice,"RESEARCH\vLex-Vincent-Answer-Short-response-The-factual-allegations--if-proven--describe-a-coordinated-and-ongoing-scheme--1.pdf | v. D.R. Horton, Inc., 699 F.3d 812, 816 (5th Cir. 2012). But a court does not"
699 S.W.2d 939,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (2)-1.pdf | Tidelands Auto Club v. Walters, 699 S.W.2d 939, 942 (Tex.App.--Beaumont,"
701 F.2d 1276,1,0,1,1,law_enforcement;jurisdiction;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent--Plaintiff-has-requested-leave-to-amend-to-add-new-facts--including-additional-threats-and-predicate-1.pdf | Klamath Medical Service Bureau, 701 F.2d 1276, 1292 (9th Cir.), cert."
701 S.W.2d 840,1,0,1,1,law_enforcement;due_process;ex_parte;notice;temporary_orders,"RESEARCH\vLex-Vincent-If-temporary-orders-in-Texas-are-issued-without-the-respondent-s-and-their-counsel-s-signatures--but-1.pdf | terms. See, e.g., Ex parte Reese, 701 S.W.2d 840 (Tex.1986); Ex parte Slavin,"
704 S.W.3d 584,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-IN-THE-MATTER-OF-THE-MARRIAGE-OF-MORGAN-MICHELLE-MYERS-AND-CHARLES-DUSTIN-MYERS-AND-IN-THE-INTEREST--1.pdf | Paxton v. Comm'n for Law. Discipline, 704 S.W.3d 584 (Tex. App. 2024)). It"
709 F. Supp. 815,1,0,1,1,notice;rico;lockout_eviction;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-The-complaint-details-a-coordinated-scheme-by-Myers--Branthoover--and-Wilson--including-specific-dat-1.pdf | Co., Inc., 709 F. Supp. 815 (N.D. Ill. 1989). However, even if we were to"
709 F.2d 903,1,0,1,1,law_enforcement;due_process;notice;jurisdiction;rico,"RESEARCH\vLex-Vincent----A-woman--the-Petitioner--opened-a-private-bank-account--transferred--1-576-from-the-marital-estat-1.pdf | See, e.g., United States v. Simpson, 709 F.2d 903, 907 (5th Cir.1983), cert."
711 S.W.2d 624,1,0,1,1,law_enforcement;due_process;child_support_oag;ex_parte;notice,"RESEARCH\vLex-Vincent-A-litigant-walks-into-a-court-room-on-a-day-it-was-closed-due-to-inclement-weather--because-he-didnt-1.pdf | Villegas v. Carter, 711 S.W.2d 624 (Tex. 1986)"
711 S.W.2d 64,1,0,1,1,recusal;jurisdiction;rico;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-Under-what-circumstances-does-judicial-or-quasi-judicial-immunity-not-apply-to-judges-or-court-staff-1.pdf | scope of his or her authority. Austin v. Hale, 711 S.W.2d 64, 66 (Tex.App.--"
712 F.2d 388,1,0,1,1,jurisdiction;notice;rico;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-The-mother-and-stepfather-acted-with-the-intent-to-deceive-and-gain-an-unfair-advantage-in-divorce-p-1.pdf | wire fraud offense. See United States v. Halbert, 712 F.2d 388, 390 (9th Cir."
713 S.W.2d 377,1,0,1,1,jurisdiction;notice;lockout_eviction;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-What-constitutes--fraud-on-the-court--in-Texas--and-what-are-the-available-remedies-if-proven-in-a-d-1.pdf | 928 S.W.2d at 789; see also Morrison v. Morrison, 713 S.W.2d 377, 379"
713 S.W.2d 801,1,0,1,1,law_enforcement;due_process;ex_parte;notice;jurisdiction,"RESEARCH\vLex-Vincent-What-are-the-broader-implications-1.pdf | See Haley v. Haley, 713 S.W.2d 801, 804 (Tex.App.--Houston [1st Dist.] 1986, no writ)."
715 S.W.2d 764,1,0,1,1,ex_parte;notice;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-How-and-when-can-a-party-invoke-their-right-to-a-jury-trial--1.pdf | Olson v. Texas Commerce Bank, 715 S.W.2d 764 (Tex. App. 1986)"
724 S.W.2d 81,1,0,1,1,law_enforcement;due_process;recusal;ex_parte;notice,"RESEARCH\vLex-Vincent-The-judge-issued-orders-on-a-day-the-court-was-publicly-closed--without-a-hearing--and-without-juris-1.pdf | Id.; see State ex rel. Thomas v. Banner, 724 S.W.2d 81, 85 (Tex. Crim. App."
726 F.2d 913,1,0,1,1,rico;lockout_eviction;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-The-complaint-assigns-distinct-roles-to-each-defendant--Myers-as-drafter-and-beneficiary-of-false-do-1.pdf | U.S. v. Ruggiero, 726 F.2d 913 (2nd Cir. 1984)"
727 F.3d 1326,1,0,1,1,law_enforcement;due_process;jurisdiction;rico;fraud_perjury,"RESEARCH\vLex-Vincent-Evaluate-the-viability-of-the-complaint-filed-by-Charles-Dustin-Myers-under-the-Racketeer-Influenced-1.pdf | racketeering activity. Lehman v. Lucom, 727 F.3d 1326, 1330 (11th Cir."
730 F. Supp. 2d 567,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (2)-1.pdf | Trinchard, 730 F. Supp. 2d 567, 579 (E.D. La. 2010) (citing Grubbs, 565 F.3d"
737 F.3d 55,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (5)-1.pdf | States v. Njoku, 737 F.3d 55, 6768 (5th Cir. 2013). Nor must the"
738 S.W.2d 276,1,0,1,1,law_enforcement;recusal;jurisdiction;federal_court;associate_judge,"RESEARCH\vLex-Vincent-Is-a-direct-petition-for-1.pdf | Perkins v. Court of Appeals for Third Supreme Judicial Dist. of Texas, at Austin, 738 S.W.2d 276 (Tex. Crim. App. 1987)"
739 F. Supp. 1078,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour-1.pdf | Newport Ltd. v. Sears, Roebuck &amp; Co., 739 F. Supp. 1078 (E.D. La."
739 S.W.2d 47,1,0,1,1,law_enforcement;due_process;recusal;ex_parte;notice,"RESEARCH\vLex-Vincent-The-judge-issued-orders-on-a-day-the-court-was-publicly-closed--without-a-hearing--and-without-juris-1.pdf | State ex rel. Cobb v. Godfrey, 739 S.W.2d 47 (Tex. Crim. App. 1987)"
747 F.2d 384,1,0,1,1,notice;rico;lockout_eviction;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-The-complaint-details-a-coordinated-scheme-by-Myers--Branthoover--and-Wilson--including-specific-dat-1.pdf | Haroco, Inc. v. American Nat. Bank and Trust Co. of Chicago, 747 F.2d 384"
748 F.2d 1158,1,0,1,1,jurisdiction;notice;rico;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-The-mother-and-stepfather-acted-with-the-intent-to-deceive-and-gain-an-unfair-advantage-in-divorce-p-1.pdf | guilt beyond a reasonable doubt.' United States v. Wiehoff, 748 F.2d 1158,"
748 F.3d 631,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (8)-1.pdf | Coupon Network, LLC v. Catalina Mktg. Corp., 748 F.3d 631, 635 (5th Cir."
75 F.3d 190,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (2)-1.pdf | Baker v. Putnal, 75 F.3d 190, 196 (5th Cir. 1996). Although Federal Rule of"
750 F.2d 810,1,0,1,1,jurisdiction;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent--The-FAC-specifically-pleads-ongoing-communications--threats--and-a-continuing-enterprise-with-a-ris-1.pdf | Swanson v. Bixler, 750 F.2d 810, 813 (10th Cir.1984)."
757 F.3d 701,1,0,1,1,law_enforcement;due_process;jurisdiction;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-In-a-divorce-proceeding-that-has-not-been-finalized--if-a-third-party-fraudulently-induces-the-court-1.pdf | 2006), and Parker v. Lyons, 757 F.3d 701 (7th Cir. 2014). Hadzi-Tanovic"
762 F.2d 1522,1,0,1,1,jurisdiction;rico;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-What-is-the-relationship-test-under-RICO-in-the-10th-Circuit--1.pdf | S.Ct. 103, 78 L.Ed.2d 107 (1983); accord, U.S. v. Weinstein, 762 F.2d 1522"
762 S.W.2d 304,1,0,1,1,law_enforcement;notice;appeal;hearing;sanctions_contempt,"RESEARCH\NO DISCLOSURE OF TESTIMONY.pdf | Boothe v. Hausler, 762 S.W.2d 304 (Tex. App. 1988)"
764 F.3d 486,1,0,1,1,rico;fraud_perjury;federal_court;property_financial;custody,"RESEARCH\vLex-Vincent-The-goal-of-the-scheme-was-to-deceive-the-Texas-courts-and-remove-Morgan-s-husband-from-the-family-h-1.pdf | Traxler, 764 F.3d 486, 488 (5th Cir. 2014). ... Fraudulent intent similarly can"
765 F.3d 306,1,0,1,1,law_enforcement;jurisdiction;notice;rico;lockout_eviction,"RESEARCH\vLex-Vincent-IN-THE-UNITED-STATES-DISTRJCT-COURT-FOR-THE-WESTERN-DISTRJCT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS--Plain-1.pdf | 'business or property.'' Williams v. BASF Catalysts LLC, 765 F.3d 306, 323"
765 S.W.2d 394,1,0,1,1,law_enforcement;notice;appeal;hearing;sanctions_contempt,"RESEARCH\NO DISCLOSURE OF TESTIMONY.pdf | Gee v. Liberty Mut. Fire Ins. Co., 765 S.W.2d 394 (Tex. 1989)"
766 F.3d 672,1,0,1,1,jurisdiction;notice;rico;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-The-mother-and-stepfather-acted-with-the-intent-to-deceive-and-gain-an-unfair-advantage-in-divorce-p-1.pdf | States v. Durham, 766 F.3d 672, 678 (7th Cir.2014). ... Yet, the federal wire"
767 S.W.2d 680,1,0,1,1,recusal;jurisdiction;lockout_eviction;appeal;hearing,"RESEARCH\vLex-Vincent-If-an-objection-is-overruled-1.pdf | appellate remedy. See Walker v. Packer, 827 S.W.2d 833, 840-43 (Tex.1992); Holloway v. Fifth Court of Appeals, 767 S.W.2d 680, 684 (Tex.1989). Mandamus is"
769 F.2d 940,1,0,1,1,law_enforcement;rico;lockout_eviction;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-Defendants--fraudulent-actions-led-to-Plaintiff-being-evicted-from-his-home--which-also-served-as-hi-1.pdf | Gilbert v. Prudential-Bache Securities, Inc., 769 F.2d 940 (3rd Cir. 1984)"
773 S.W.2d 698,1,0,1,1,law_enforcement;due_process;ex_parte;notice;jurisdiction,"RESEARCH\vLex-Vincent-What-are-the-broader-implications-1.pdf | Creavin v. Moloney, 773 S.W.2d 698 (Tex. App. 1989)"
775 F.2d 1051,1,0,1,1,notice;rico;lockout_eviction;fraud_perjury;federal_court,"RESEARCH\vLex-Vincent-The-complaint-details-a-coordinated-scheme-by-Myers--Branthoover--and-Wilson--including-specific-dat-1.pdf | See Flowers v. Continental Grain Co., 775 F.2d 1051 (8th Cir.1985). Plaintiff"
776 F.3d 1103,1,0,1,1,jurisdiction;rico;fraud_perjury;federal_court;appeal,"RESEARCH\vLex-Vincent--The-FAC-specifically-pleads-ongoing-communications--threats--and-a-continuing-enterprise-with-a-ris-1.pdf | the plaintiff.' In re Gold Res. Corp. Sec. Litig., 776 F.3d 1103, 1108 (10th Cir."
778 F.2d 200,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent--TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcou-1.pdf | James v. Meinke, 778 F.2d 200 (5th Cir. 1985)"
78 F.3d 1015,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (8)-1.pdf | Lovelace v. Software Spectrum Inc., 78 F.3d 1015 (5th Cir. 1996)"
78 S.W.3d 462,1,1,0,1,law_enforcement;due_process;ex_parte;jurisdiction;notice,"CASE DOCS\11.25.25 - EXHIBIT 1.pdf | Guthrie, 78 S.W.3d 462, 468 (Tex. App.-Tyler 2001, pet. denied) (citing Tex.R.Civ.P. 166a(c))."
780 F.2d 27,1,0,1,1,law_enforcement;jurisdiction;rico;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-UNITED-STATES-DISTRICT-COURT-WESTERN-DISTRICT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS------Plaintiff------v-1.pdf | Cooper v. Shumway, 780 F.2d 27, 29 (10th Cir. 1985)). Because this Court"
781 F.2d 1393,1,0,1,1,law_enforcement;jurisdiction;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent--Plaintiff-has-requested-leave-to-amend-to-add-new-facts--including-additional-threats-and-predicate-1.pdf | Machinists, 781 F.2d 1393, 1398-99 (9th Cir.), cert. denied, --- U.S. ----, 107"
782 F.2d 475,1,0,1,1,rico;fraud_perjury;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-eXPLAIN-how-judges-and-attorneys-in-a-divorce-suit-can-be-implicated-in-a-rico-conspiracy-started-by-1.pdf | Armco Indus. Credit Corp. v. SLT Warehouse Co., 782 F.2d 475 (5th Cir."
784 S.W.2d 421,1,0,1,1,law_enforcement;due_process;recusal;ex_parte;notice,"RESEARCH\vLex-Vincent-The-judge-issued-orders-on-a-day-the-court-was-publicly-closed--without-a-hearing--and-without-juris-1.pdf | Salinas, 784 S.W.2d 421, 427-28 (Tex. Crim. App. 1990) (orig. proceeding)"
785 F.2d 762,1,0,1,1,law_enforcement;jurisdiction;notice;rico;fraud_perjury,"RESEARCH\vLex-Vincent--Plaintiff-has-requested-leave-to-amend-to-add-new-facts--including-additional-threats-and-predicate-1.pdf | Gabrielson v. Montgomery Ward & Co., 785 F.2d 762, 765 (9th Cir.1986)."
785 F.3d 1182,1,0,1,1,jurisdiction;rico;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-If-someone-in-oklahoma-invites-someone-to-his-house-and-that-person-lives-in-Texas--and-their-whole--1.pdf | States.' Griffioen v. Cedar Rapids & Iowa City Ry. Co., 785 F.3d 1182, 1188"
786 S.W.2d 464,1,0,1,1,ex_parte;notice;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-How-and-when-can-a-party-invoke-their-right-to-a-jury-trial--1.pdf | trial. See Wittie v. Skees, 786 S.W.2d 464, 466 (Tex.App.--Houston [14th"
788 F.3d 490,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (2)-1.pdf | in Rule 8(a)(2). See Wooten v. McDonald Transit Assocs., Inc., 788 F.3d 490,"
79 F.3d 234,1,0,1,1,rico;fraud_perjury;federal_court;appeal;property_financial,"RESEARCH\vLex-Vincent-The-Plaintiff-alleges-that-he-suffered-concrete-financial-harm--including-the-loss-of-his-home-and-b-1.pdf | & Rubicam Inc., 79 F.3d 234, 237 (2d Cir.1996)."
790 S.W.2d 559,1,0,1,1,notice;federal_court;associate_judge;appeal;hearing,"RESEARCH\vLex-Vincent-What-is-a-summary-judgment--and-how-is-it-defined-and-applied-under-Texas-law--1.pdf | to the non-movants. Cate v. Dover Corp., 790 S.W.2d 559, 562 (Tex.1990)."
793 F.2d 185,1,0,1,1,law_enforcement;jurisdiction;notice;rico;lockout_eviction,"RESEARCH\vLex-Vincent-IN-THE-UNITED-STATES-DISTRJCT-COURT-FOR-THE-WESTERN-DISTRJCT-OF-OKLAHOMA-CHARLES-DUSTIN-MYERS--Plain-1.pdf | 793 F.2d 185, 187 (8th Cir. 1986)."
794 F.2d 1030,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (6)-1.pdf | 69 L.Ed.2d 246 (1981); Shaffer v. Williams, 794 F.2d 1030, 1032 (5th Cir."
794 S.W.2d 560,1,0,1,1,recusal;ex_parte;jurisdiction;associate_judge;appeal,"RESEARCH\vLex-Vincent-Can-a-court-coordinator-in-1.pdf | Dunn v. County of Dallas, 794 S.W.2d 560 (Tex. App. 1990)"
795 F.2d 1273,1,0,1,1,jurisdiction;notice;rico;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-The-mother-and-stepfather-acted-with-the-intent-to-deceive-and-gain-an-unfair-advantage-in-divorce-p-1.pdf | way on the charged mailing.' United States v. Castile, 795 F.2d 1273, 1278"
797 F.2d 1197,1,0,1,1,law_enforcement;recusal;ex_parte;jurisdiction;rico,"RESEARCH\vLex-Vincent--Plaintiff-alleges-a-coordinated-scheme-involving-multiple-defendants--Myers--Branthoover--Carter--B-1.pdf | Jacobson v. Merrill Lynch, Pierce, Fenner & Smith, Inc., 797 F.2d 1197"
798 F. Supp. 2d 811,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (2)-1.pdf | 2017); SHS Inv. v. Nationwide Mut. Ins. Co., 798 F. Supp. 2d 811, 815 (S.D."
8 L. Ed. 1363,1,1,0,1,," | 34 . Ct. 779, 783, $8 L. Ed. 1363 (1914) (""a fundamental requisile of duc process of law"
80 U.S. 335,1,0,1,1,recusal;jurisdiction;fraud_perjury;federal_court;civil_rights_1983,"RESEARCH\vLex-Vincent-The-state-court-judge-s-authority-was-strictly-limited-by-statute-or-rule--and-the-judge-acted-outsi-1.pdf | Bradley v. Fisher, 80 U.S. 335, 351 (1871))."
801 S.W.2d 108,1,0,1,1,due_process;ex_parte;notice;jurisdiction;temporary_orders,"RESEARCH\Vlex - Parental Rights-1.pdf | S.M.D., 329 S.W.3d 8, 13 (Tex.App.-San Antonio 2010, pet. dism'd) (citing Worford v. Stamper, 801 S.W.2d 108, 109 (Tex.1990)). We review the entire record to"
802 F.2d 122,1,0,1,1,recusal;fraud_perjury;appeal;discovery;law_enforcement,"RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (9)-1.pdf | Bishop v. Corbitt Marine Ways, Inc., 802 F.2d 122, 123 (5th Cir.1986). It is"
802 F.3d 469,1,0,1,1,rico;fraud_perjury;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-Morgan-Michelle-Myers-actively-transferred-funds--prepared-fraudulent-documents--and-lied-to-the-cou-1.pdf | Reyes v. Netdeposit, LLC, 802 F.3d 469 (3rd Cir. 2015)"
802 S.W.2d 264,1,0,1,1,ex_parte;notice;federal_court;civil_rights_1983;appeal,"RESEARCH\vLex-Vincent-How-and-when-can-a-party-invoke-their-right-to-a-jury-trial--1.pdf | Turk v. First Nat. Bank of West University Place, 802 S.W.2d 264 (Tex. App."
804 F.2d 843,1,0,1,1,law_enforcement;federal_court;civil_rights_1983;appeal;sanctions_contempt,"RESEARCH\vLex-Vincent-Extortion-Under-Color-of-Official-Right--Extortion-under-color-of-official-right-does-not-require-pr-1.pdf | act."") reh'g denied, 804 F.2d 843 (5th Cir.1986), cert. denied, 481 U.S. 1013,"
805 F.2d 1,1,0,1,1,law_enforcement;recusal;ex_parte;notice;jurisdiction,"RESEARCH\HIDING DOCUMENTS FROM PUBLIC.pdf | 1406, 1409 (D.C. Cir. 1996); Anderson v. Cryovac, Inc., 805 F.2d 1, 13 (1st"
809 F.2d 1016,1,0,1,1,law_enforcement;due_process;jurisdiction;lockout_eviction;fraud_perjury,"RESEARCH\vLex-Vincent-In-a-divorce-proceeding-that-has-not-been-finalized--if-a-third-party-fraudulently-induces-the-court-1.pdf | Averbach v. Rival Mfg. Co., 809 F.2d 1016 (3rd Cir. 1987). This subsequent"
