corpus,source_pdf,source_txt,date,case_numbers,signal_total,federal,district_court,removal,remand,civil_rights_1983,rico,due_process,jurisdiction,abstention,injunction,mandamus
case,CASE DOCS\11.25.25 - RESPONSE TO MOTION FOR NOEVIDENCE SUMMARY JUDGMENT PART 2.pdf,extracted_text\11.25.25 - RESPONSE TO MOTION FOR NOEVIDENCE SUMMARY JUDGMENT PART 2.txt,2025-11-25,,8,2,2,0,0,0,0,0,2,0,0,2
research,RESEARCH\ATTORNEY FAILURE TO PROSECUTE.pdf,extracted_research\ATTORNEY FAILURE TO PROSECUTE.txt,,,8,5,1,0,0,0,0,0,2,0,0,0
research,RESEARCH\FAILURE TO RESPOND.pdf,extracted_research\FAILURE TO RESPOND.txt,,,8,2,0,0,0,0,0,6,0,0,0,0
research,RESEARCH\rule 13 and rule 10.pdf,extracted_research\rule 13 and rule 10.txt,,,8,0,3,0,0,0,0,2,0,0,0,3
research,RESEARCH\vLex-Vincent-What-are-the-leading-Texas-cases-interpreting-the--best-interests-of-the-child--standard-in-family-l-1.pdf,extracted_research\vLex-Vincent-What-are-the-leading-Texas-cases-interpreting-the--best-interests-of-the-child--standard-in-family-l-1.txt,,,8,0,0,1,0,0,0,5,1,1,0,0
case,CASE DOCS\02.09.24 - Exhibit B.1 ORIGINAL PETITION FOR DIVORCE-1.pdf,extracted_text\02.09.24 - Exhibit B.1 ORIGINAL PETITION FOR DIVORCE-1.txt,2024-02-09,,7,0,3,0,0,0,0,0,4,0,0,0
case,CASE DOCS\02.09.24 - Exhibit C.1 DEFENDANT'S ORIGINAL ANSWER-1.pdf,extracted_text\02.09.24 - Exhibit C.1 DEFENDANT'S ORIGINAL ANSWER-1.txt,2024-02-09,,7,0,7,0,0,0,0,0,0,0,0,0
case,CASE DOCS\09.26.24 - Emergency Motion for Temp Orders-1.pdf,extracted_text\09.26.24 - Emergency Motion for Temp Orders-1.txt,2024-09-26,,7,0,5,0,0,0,0,2,0,0,0,0
case,CASE DOCS\12.19.23 Divorce Citation-1.pdf,extracted_text\12.19.23 Divorce Citation-1.txt,2023-12-19,,7,0,3,0,0,0,0,0,4,0,0,0
case,CASE DOCS\12.27.23 - Motion for TRO-1.pdf,extracted_text\12.27.23 - Motion for TRO-1.txt,2023-12-27,,7,0,1,0,0,0,0,0,0,0,6,0
research,RESEARCH\BEST INTERESTS.pdf,extracted_research\BEST INTERESTS.txt,,,7,1,0,0,0,1,0,5,0,0,0,0
research,RESEARCH\vLex-Vincent-Can-a-court-coordinator-in-1.pdf,extracted_research\vLex-Vincent-Can-a-court-coordinator-in-1.txt,,,7,0,0,0,0,0,0,0,1,0,0,6
research,RESEARCH\vLex-Vincent-The-court-coordinator-s-role-is-administrative--not-judicial--and-coordinators-are-not-authorized-to-1.pdf,extracted_research\vLex-Vincent-The-court-coordinator-s-role-is-administrative--not-judicial--and-coordinators-are-not-authorized-to-1.txt,,,7,0,0,0,0,0,0,7,0,0,0,0
research,RESEARCH\vLex-Vincent-The-court-coordinator-s-role-is-administrative--not-judicial--and-coordinators-are-not-authorized-to-bdb8d045-1.pdf,extracted_research\vLex-Vincent-The-court-coordinator-s-role-is-administrative--not-judicial--and-coordinators-are-not-authorized-to-bdb8d045-1.txt,,,7,0,0,0,0,0,0,7,0,0,0,0
case,CASE DOCS\02-24-00149-CV_24149CV-1.pdf,extracted_text\02-24-00149-CV_24149CV-1.txt,2014-02-24,,6,0,2,0,0,0,0,0,0,0,0,4
case,CASE DOCS\02-24-00149-CV_24149CV.cor-1.pdf,extracted_text\02-24-00149-CV_24149CV.cor-1.txt,2014-02-24,,6,0,2,0,0,0,0,0,0,0,0,4
case,CASE DOCS\02-24-00149-CV_24149CV.cor_961223C6-03e9250a-1.pdf,extracted_text\02-24-00149-CV_24149CV.cor_961223C6-03e9250a-1.txt,2014-02-24,,6,0,2,0,0,0,0,0,0,0,0,4
case,CASE DOCS\02-24-00149-CV_24149CV.cor_961223C6-1.pdf,extracted_text\02-24-00149-CV_24149CV.cor_961223C6-1.txt,2014-02-24,,6,0,2,0,0,0,0,0,0,0,0,4
case,CASE DOCS\02-25-00164-CV_25164CV-1.pdf,extracted_text\02-25-00164-CV_25164CV-1.txt,2016-02-25,,6,0,2,0,0,0,0,0,0,0,0,4
case,CASE DOCS\02-25-00166-CV_25166CV-1.pdf,extracted_text\02-25-00166-CV_25166CV-1.txt,2016-02-25,,6,0,2,0,0,0,0,0,0,0,0,4
case,CASE DOCS\02-25-00171-CV_25171CV-1.pdf,extracted_text\02-25-00171-CV_25171CV-1.txt,2017-02-25,,6,0,2,0,0,0,0,0,0,0,0,4
case,CASE DOCS\02-25-00582-CV_25582CV-1.pdf,extracted_text\02-25-00582-CV_25582CV-1.txt,2058-02-25,,6,0,2,0,0,0,0,0,0,0,0,4
case,CASE DOCS\02.01.24 - Agreed Order to Consolidation-1.pdf,extracted_text\02.01.24 - Agreed Order to Consolidation-1.txt,2024-02-01,,6,0,6,0,0,0,0,0,0,0,0,0
case,CASE DOCS\02.08.2024_AGREED ORDER FOR CONSOLIDATION SIGNED 2124-1.pdf,extracted_text\02.08.2024_AGREED ORDER FOR CONSOLIDATION SIGNED 2124-1.txt,2024-02-08,,6,0,6,0,0,0,0,0,0,0,0,0
case,CASE DOCS\02.08.24 - Agreed Motion to Consolidate-1.pdf,extracted_text\02.08.24 - Agreed Motion to Consolidate-1.txt,2024-02-08,,6,0,6,0,0,0,0,0,0,0,0,0
case,CASE DOCS\02.08.24 - Agreed Order for Consolidation-1-1.pdf,extracted_text\02.08.24 - Agreed Order for Consolidation-1-1.txt,2024-02-08,,6,0,6,0,0,0,0,0,0,0,0,0
case,CASE DOCS\02.09.24 - Exhibit B.2 Dismissed Eviction-1.pdf,extracted_text\02.09.24 - Exhibit B.2 Dismissed Eviction-1.txt,2024-02-09,,6,0,0,0,0,0,0,0,6,0,0,0
case,CASE DOCS\02.09.25 - Exhibit B.2 EVICTION DISMISSAL-1.pdf,extracted_text\02.09.25 - Exhibit B.2 EVICTION DISMISSAL-1.txt,2025-02-09,,6,0,0,0,0,0,0,0,6,0,0,0
case,CASE DOCS\02.26.25 - UNOPPOSED MOTIONS-1.pdf,extracted_text\02.26.25 - UNOPPOSED MOTIONS-1.txt,2025-02-26,,6,2,0,2,0,0,0,2,0,0,0,0
case,CASE DOCS\03.06.2025_PROPOSED ORDER ON UNOPPOSED MOTION TO DISMISS FOR LACK OF JURISDICTION-1.pdf,extracted_text\03.06.2025_PROPOSED ORDER ON UNOPPOSED MOTION TO DISMISS FOR LACK OF JURISDICTION-1.txt,2025-03-06,,6,0,2,0,0,0,0,0,4,0,0,0
case,CASE DOCS\03.14.25 - Notice of UNOPPOSED DWOP-1.pdf,extracted_text\03.14.25 - Notice of UNOPPOSED DWOP-1.txt,2025-03-14,,6,0,4,0,0,0,0,2,0,0,0,0
case,CASE DOCS\03.18.25 - ORIGINAL SAPCR-1.pdf,extracted_text\03.18.25 - ORIGINAL SAPCR-1.txt,2025-03-18,,6,0,2,0,0,0,0,0,4,0,0,0
case,CASE DOCS\03.18.25 - SAPCR PETITION-1.pdf,extracted_text\03.18.25 - SAPCR PETITION-1.txt,2025-03-18,,6,0,2,0,0,0,0,0,4,0,0,0
case,CASE DOCS\03.20.2025_233-765358-25 - MOTION TO CONSOLIDATE-1.pdf,extracted_text\03.20.2025_233-765358-25 - MOTION TO CONSOLIDATE-1.txt,2025-03-20,,6,0,6,0,0,0,0,0,0,0,0,0
case,CASE DOCS\03.20.25 - MOTION TO CONSOL-1.pdf,extracted_text\03.20.25 - MOTION TO CONSOL-1.txt,2025-03-20,,6,0,6,0,0,0,0,0,0,0,0,0
case,CASE DOCS\03.21.25 - Rule 12 Motion (233)-1.pdf,extracted_text\03.21.25 - Rule 12 Motion (233)-1.txt,2025-03-21,,6,0,6,0,0,0,0,0,0,0,0,0
case,CASE DOCS\03.24.25 - Cooper Carter Trying to Set Consolidation Motion-1.pdf,extracted_text\03.24.25 - Cooper Carter Trying to Set Consolidation Motion-1.txt,2025-03-24,,6,0,2,0,2,0,0,0,2,0,0,0
case,CASE DOCS\04.02.2025 - petitioner's notice-1.pdf,extracted_text\04.02.2025 - petitioner's notice-1.txt,2025-04-02,,6,0,2,4,0,0,0,0,0,0,0,0
case,CASE DOCS\04.02.2025_233-765358-25 - PETITIONERS NOTICE-1.pdf,extracted_text\04.02.2025_233-765358-25 - PETITIONERS NOTICE-1.txt,2025-04-02,,6,0,2,4,0,0,0,0,0,0,0,0
case,CASE DOCS\04.02.25 - PETITIONER'S notice-1.pdf,extracted_text\04.02.25 - PETITIONER'S notice-1.txt,2025-04-02,,6,0,2,4,0,0,0,0,0,0,0,0
case,CASE DOCS\04.03.2024_NOTICE OF FILING ORIGINAL PROCEEDINGMOTIONFOR TEMP RELIEF-1.pdf,extracted_text\04.03.2024_NOTICE OF FILING ORIGINAL PROCEEDINGMOTIONFOR TEMP RELIEF-1.txt,2024-04-03,,6,0,6,0,0,0,0,0,0,0,0,0
case,CASE DOCS\04.04.2025_RESPONDENTS NOTICE OF NEW INFORMATION-1.pdf,extracted_text\04.04.2025_RESPONDENTS NOTICE OF NEW INFORMATION-1.txt,2025-04-04,,6,0,4,0,0,0,0,2,0,0,0,0
case,CASE DOCS\04.04.25 - NOTICE OF NEW INFO-1.pdf,extracted_text\04.04.25 - NOTICE OF NEW INFO-1.txt,2025-04-04,,6,0,4,0,0,0,0,2,0,0,0,0
case,CASE DOCS\04.10.24 - MANDAMUS DENIAL-1.pdf,extracted_text\04.10.24 - MANDAMUS DENIAL-1.txt,2024-04-10,,6,0,2,0,0,0,0,0,0,0,0,4
case,CASE DOCS\04.11.2025_233-765358-25 - ORDER ON MOTION TO CONSOLIDATE-1.pdf,extracted_text\04.11.2025_233-765358-25 - ORDER ON MOTION TO CONSOLIDATE-1.txt,2025-04-11,,6,0,6,0,0,0,0,0,0,0,0,0
case,CASE DOCS\05.30.25 - UNOPPOSED MOTION TO STAY.pdf,extracted_text\05.30.25 - UNOPPOSED MOTION TO STAY.txt,2025-05-30,,6,0,2,0,0,0,0,0,0,0,0,4
case,CASE DOCS\09.19.24 - REQUEST FOR DISCOVERY-1.pdf,extracted_text\09.19.24 - REQUEST FOR DISCOVERY-1.txt,2024-09-19,,6,0,2,4,0,0,0,0,0,0,0,0
case,CASE DOCS\10.09.24 - NOTICE-1.pdf,extracted_text\10.09.24 - NOTICE-1.txt,2024-10-09,,6,0,4,0,0,0,0,0,0,0,0,2
case,CASE DOCS\10.25.22 - HOLLY HAYES-1.pdf,extracted_text\10.25.22 - HOLLY HAYES-1.txt,2022-10-25,,6,0,2,0,0,0,0,0,4,0,0,0
case,CASE DOCS\12.18.22 - HOLLY HAYES-1.pdf,extracted_text\12.18.22 - HOLLY HAYES-1.txt,2022-12-18,,6,0,2,0,0,0,0,0,4,0,0,0
case,CASE DOCS\12.18.23 - PRO-SE INSTRUCTIONS-1.pdf,extracted_text\12.18.23 - PRO-SE INSTRUCTIONS-1.txt,2023-12-18,,6,0,6,0,0,0,0,0,0,0,0,0
case,CASE DOCS\12.21.22 - Holly Hayes-1.pdf,extracted_text\12.21.22 - Holly Hayes-1.txt,2022-12-21,,6,0,2,0,0,0,0,0,4,0,0,0
case,CASE DOCS\12.28.23 Eviction Suit-1.pdf,extracted_text\12.28.23 Eviction Suit-1.txt,2023-12-28,,6,5,0,1,0,0,0,0,0,0,0,0
case,CASE DOCS\12.29.22 - HOLLY HAYES-1.pdf,extracted_text\12.29.22 - HOLLY HAYES-1.txt,2022-12-29,,6,0,2,0,0,0,0,0,4,0,0,0
research,RESEARCH\vLex-Vincent-Daniel-branthoover-1.pdf,extracted_research\vLex-Vincent-Daniel-branthoover-1.txt,,,6,1,0,0,0,0,0,0,5,0,0,0
research,"RESEARCH\vLex-Vincent-In-Texas,-if-a-party (2)-1.pdf","extracted_research\vLex-Vincent-In-Texas,-if-a-party (2)-1.txt",,,6,0,1,0,0,3,0,0,2,0,0,0
research,"RESEARCH\vLex-Vincent-In-Texas,-if-a-party (2)-923b3db8-1.pdf","extracted_research\vLex-Vincent-In-Texas,-if-a-party (2)-923b3db8-1.txt",,,6,0,1,0,0,3,0,0,2,0,0,0
research,"RESEARCH\vLex-Vincent-In-Texas,-if-a-party (2)-a557c79b-1.pdf","extracted_research\vLex-Vincent-In-Texas,-if-a-party (2)-a557c79b-1.txt",,,6,0,1,0,0,3,0,0,2,0,0,0
research,"RESEARCH\vLex-Vincent-In-Texas,-if-a-party (3)-1.pdf","extracted_research\vLex-Vincent-In-Texas,-if-a-party (3)-1.txt",,,6,0,1,0,0,3,0,0,2,0,0,0
case,CASE DOCS\03.14.2025_NOTICE OF SUBMISSION-1.pdf,extracted_text\03.14.2025_NOTICE OF SUBMISSION-1.txt,2025-03-14,,5,0,5,0,0,0,0,0,0,0,0,0
case,CASE DOCS\03.26.2024_REQUEST FOR CLERK TO PREPARE RECORD-1.pdf,extracted_text\03.26.2024_REQUEST FOR CLERK TO PREPARE RECORD-1.txt,2024-03-26,,5,0,2,0,0,0,0,0,0,0,0,3
case,CASE DOCS\12.18.2023_PRO SE INSTRUCTION SHEET-1.pdf,extracted_text\12.18.2023_PRO SE INSTRUCTION SHEET-1.txt,2023-12-18,,5,0,5,0,0,0,0,0,0,0,0,0
case,CASE DOCS\12.28.23 - ORDER TO SHOW CAUSE CITATION-1.pdf,extracted_text\12.28.23 - ORDER TO SHOW CAUSE CITATION-1.txt,2023-12-28,,5,0,5,0,0,0,0,0,0,0,0,0
research,RESEARCH\vLex-Vincent-In-Oklahoma--is-it-proper-to-sue-someone-under-personal-injury--other--if-they-deceived-you-by-claim-1.pdf,extracted_research\vLex-Vincent-In-Oklahoma--is-it-proper-to-sue-someone-under-personal-injury--other--if-they-deceived-you-by-claim-1.txt,,,5,1,0,0,0,0,0,0,2,0,2,0
research,RESEARCH\vLex-Vincent-THE-STATE-OF-TEXAS-8th-ADMINISTRATIVE-JUDICIAL-REGION-ORDER-OF-ASSIGNMENT-BY-THE-PRESIDING-JUDGE-Pur-1.pdf,extracted_research\vLex-Vincent-THE-STATE-OF-TEXAS-8th-ADMINISTRATIVE-JUDICIAL-REGION-ORDER-OF-ASSIGNMENT-BY-THE-PRESIDING-JUDGE-Pur-1.txt,,,5,0,1,0,0,0,0,0,0,0,0,4
research,RESEARCH\vLex-Vincent-Wife-conspired-with-someone-in-1.pdf,extracted_research\vLex-Vincent-Wife-conspired-with-someone-in-1.txt,,,5,0,0,0,0,0,0,0,5,0,0,0
research,RESEARCH\vLex-Vincent-Your-daughter-has-suffered-harm-1.pdf,extracted_research\vLex-Vincent-Your-daughter-has-suffered-harm-1.txt,,,5,1,0,2,0,0,0,0,2,0,0,0
research,RESEARCH\vLex-Vincent-Your-daughter-has-suffered-harm-5f96bcbc-1.pdf,extracted_research\vLex-Vincent-Your-daughter-has-suffered-harm-5f96bcbc-1.txt,,,5,1,0,2,0,0,0,0,2,0,0,0
research,RESEARCH\vLex-Vincent-Your-daughter-has-suffered-harm-818281b3-1.pdf,extracted_research\vLex-Vincent-Your-daughter-has-suffered-harm-818281b3-1.txt,,,5,1,0,2,0,0,0,0,2,0,0,0
case,CASE DOCS\02-24-00149-CV_PET MAND FLD_FILECOPY (2)-1.pdf,extracted_text\02-24-00149-CV_PET MAND FLD_FILECOPY (2)-1.txt,2014-02-24,,4,0,2,0,0,0,0,0,0,0,0,2
case,CASE DOCS\02-24-00149-CV_PET MAND FLD_FILECOPY (2)_3D0FAE00-07353b0d-1.pdf,extracted_text\02-24-00149-CV_PET MAND FLD_FILECOPY (2)_3D0FAE00-07353b0d-1.txt,2014-02-24,,4,0,2,0,0,0,0,0,0,0,0,2
case,CASE DOCS\02-24-00149-CV_PET MAND FLD_FILECOPY (2)_3D0FAE00-1-1.pdf,extracted_text\02-24-00149-CV_PET MAND FLD_FILECOPY (2)_3D0FAE00-1-1.txt,2014-02-24,,4,0,2,0,0,0,0,0,0,0,0,2
case,CASE DOCS\02-24-00149-CV_PET MAND FLD_FILECOPY (2)_3D0FAE00-1.pdf,extracted_text\02-24-00149-CV_PET MAND FLD_FILECOPY (2)_3D0FAE00-1.txt,2014-02-24,,4,0,2,0,0,0,0,0,0,0,0,2
case,CASE DOCS\02-25-00164-CV_MANDAMUS_FILED - 04.10.2025-1.pdf,extracted_text\02-25-00164-CV_MANDAMUS_FILED - 04.10.2025-1.txt,2016-02-25,,4,0,2,0,0,0,0,0,0,0,0,2
case,CASE DOCS\02-25-00582-CV_PET MAND FLD_FILECOPY-1.pdf,extracted_text\02-25-00582-CV_PET MAND FLD_FILECOPY-1.txt,2058-02-25,,4,0,2,0,0,0,0,0,0,0,0,2
case,CASE DOCS\02.01.24 - AJ's Report-1.pdf,extracted_text\02.01.24 - AJ's Report-1.txt,2024-02-01,,4,0,4,0,0,0,0,0,0,0,0,0
case,CASE DOCS\02.09.25 - Exhibit B.3 MUNFORD ILLEGAL ORDER-1.pdf,extracted_text\02.09.25 - Exhibit B.3 MUNFORD ILLEGAL ORDER-1.txt,2025-02-09,,4,0,4,0,0,0,0,0,0,0,0,0
case,CASE DOCS\02.14.24 - RESPONDENT'S ANSWER TO PETITIONERS DIVORCE PETITION-1.pdf,extracted_text\02.14.24 - RESPONDENT'S ANSWER TO PETITIONERS DIVORCE PETITION-1.txt,2024-02-14,,4,0,2,0,0,0,0,0,0,0,2,0
case,CASE DOCS\03.03.24 Notice and Unsworn Declaration-1.pdf,extracted_text\03.03.24 Notice and Unsworn Declaration-1.txt,2024-03-03,,4,2,2,0,0,0,0,0,0,0,0,0
case,CASE DOCS\03.04.2024_NOTICE  UNSWORN DECLARATION-1.pdf,extracted_text\03.04.2024_NOTICE  UNSWORN DECLARATION-1.txt,2024-03-04,,4,2,2,0,0,0,0,0,0,0,0,0
case,CASE DOCS\03.08.2025_EXHIBIT - SETTLEMENT OFFER - DAN BRANTHOOVER-1.pdf,extracted_text\03.08.2025_EXHIBIT - SETTLEMENT OFFER - DAN BRANTHOOVER-1.txt,2025-03-08,,4,0,2,2,0,0,0,0,0,0,0,0
case,CASE DOCS\03.09.2025_EXHIBIT - SETTLEMENT OFFER - MARGIE WILSON-1.pdf,extracted_text\03.09.2025_EXHIBIT - SETTLEMENT OFFER - MARGIE WILSON-1.txt,2025-03-09,,4,0,2,2,0,0,0,0,0,0,0,0
case,CASE DOCS\03.14.2024_ASSOCIATE JUDGE REPORT-1.pdf,extracted_text\03.14.2024_ASSOCIATE JUDGE REPORT-1.txt,2024-03-14,,4,0,4,0,0,0,0,0,0,0,0,0
case,CASE DOCS\03.17.25 - NOTICE OF SUBMISSION-1.pdf,extracted_text\03.17.25 - NOTICE OF SUBMISSION-1.txt,2025-03-17,,4,0,4,0,0,0,0,0,0,0,0,0
case,CASE DOCS\03.18.25 - IFP Statement-1.pdf,extracted_text\03.18.25 - IFP Statement-1.txt,2025-03-18,,4,2,2,0,0,0,0,0,0,0,0,0
case,CASE DOCS\03.20.2025_233-765358-25 MOTION TO STRIKE RESPONDENTS ANSWER AND MOTION TO CONSOLIDATE-1.pdf,extracted_text\03.20.2025_233-765358-25 MOTION TO STRIKE RESPONDENTS ANSWER AND MOTION TO CONSOLIDATE-1.txt,2025-03-20,,4,0,4,0,0,0,0,0,0,0,0,0
case,CASE DOCS\03.20.25 - MOTION TO STRIKE-1.pdf,extracted_text\03.20.25 - MOTION TO STRIKE-1.txt,2025-03-20,,4,0,4,0,0,0,0,0,0,0,0,0
case,CASE DOCS\03.20.25 - PROP. ORDER ON CONSOL-1.pdf,extracted_text\03.20.25 - PROP. ORDER ON CONSOL-1.txt,2025-03-20,,4,0,4,0,0,0,0,0,0,0,0,0
case,CASE DOCS\03.20.25 - REQUEST TO AMEND CASE CAPTION-1.pdf,extracted_text\03.20.25 - REQUEST TO AMEND CASE CAPTION-1.txt,2025-03-20,,4,0,4,0,0,0,0,0,0,0,0,0
case,CASE DOCS\03.21.25 - 233rd Rule 12 Motion-1.pdf,extracted_text\03.21.25 - 233rd Rule 12 Motion-1.txt,2025-03-21,,4,0,4,0,0,0,0,0,0,0,0,0
case,CASE DOCS\03.21.25 - PETITIONER'S RULE 12 MOTION TO SHOW AUTHORITY-1.pdf,extracted_text\03.21.25 - PETITIONER'S RULE 12 MOTION TO SHOW AUTHORITY-1.txt,2025-03-21,,4,0,4,0,0,0,0,0,0,0,0,0
case,CASE DOCS\03.24.25 - OBJ TO MANDATORY HEARING-1.pdf,extracted_text\03.24.25 - OBJ TO MANDATORY HEARING-1.txt,2025-03-24,,4,0,0,0,2,0,0,0,2,0,0,0
case,CASE DOCS\03.26.2024_ATTACH ASSOCIATE JUDGE REPORT-1.pdf,extracted_text\03.26.2024_ATTACH ASSOCIATE JUDGE REPORT-1.txt,2024-03-26,,4,0,4,0,0,0,0,0,0,0,0,0
case,CASE DOCS\03.26.24 - AJREP-1.pdf,extracted_text\03.26.24 - AJREP-1.txt,2024-03-26,,4,0,4,0,0,0,0,0,0,0,0,0
case,CASE DOCS\03.26.24 - DENIAL OF RECONSIDERATION-1.pdf,extracted_text\03.26.24 - DENIAL OF RECONSIDERATION-1.txt,2024-03-26,,4,0,4,0,0,0,0,0,0,0,0,0
case,CASE DOCS\03.28.25 - 233RD HEARING DATES-1.pdf,extracted_text\03.28.25 - 233RD HEARING DATES-1.txt,2025-03-28,,4,0,4,0,0,0,0,0,0,0,0,0
case,CASE DOCS\04.04.25 - LINDSEY GETS ANGRY-1.pdf,extracted_text\04.04.25 - LINDSEY GETS ANGRY-1.txt,2025-04-04,,4,0,4,0,0,0,0,0,0,0,0,0
case,CASE DOCS\04.04.25 - SCJC DENIAL 25-0586-1.pdf,extracted_text\04.04.25 - SCJC DENIAL 25-0586-1.txt,2025-04-04,25-0586,4,0,0,0,0,0,0,4,0,0,0,0
case,CASE DOCS\04.08.24 - MANDAMUS RECEIPT-1.pdf,extracted_text\04.08.24 - MANDAMUS RECEIPT-1.txt,2024-04-08,,4,0,2,0,0,0,0,0,0,0,0,2
case,CASE DOCS\04.08.24 - Mandamus Filed-1.pdf,extracted_text\04.08.24 - Mandamus Filed-1.txt,2024-04-08,,4,0,2,0,0,0,0,0,0,0,0,2
case,CASE DOCS\04.10.25 - ORDER GRANTING CONSOL-1.pdf,extracted_text\04.10.25 - ORDER GRANTING CONSOL-1.txt,2025-04-10,,4,0,4,0,0,0,0,0,0,0,0,0
case,CASE DOCS\04.10.25 - ORDER ON MOTION TO CONSOLIDATE (233)-1.pdf,extracted_text\04.10.25 - ORDER ON MOTION TO CONSOLIDATE (233)-1.txt,2025-04-10,,4,0,4,0,0,0,0,0,0,0,0,0
case,CASE DOCS\04.10.25 233rd ORDER ON CONSOLIDATION-1.pdf,extracted_text\04.10.25 233rd ORDER ON CONSOLIDATION-1.txt,2025-04-10,,4,0,4,0,0,0,0,0,0,0,0,0
case,CASE DOCS\04.23.24 - 02-24-00149-CV SUPPLEMENTAL APPENDIX-1.pdf,extracted_text\04.23.24 - 02-24-00149-CV SUPPLEMENTAL APPENDIX-1.txt,2024-04-23,02-24-00149-CV,4,0,2,0,0,0,0,0,0,0,0,2
case,CASE DOCS\04.23.24 - COA SUPPLEMENTAL APPENDIX-1.pdf,extracted_text\04.23.24 - COA SUPPLEMENTAL APPENDIX-1.txt,2024-04-23,,4,0,2,0,0,0,0,0,0,0,0,2
case,CASE DOCS\04.30.2024_NOTICE OF COMPLETION - CHARLES MYERS-1.pdf,extracted_text\04.30.2024_NOTICE OF COMPLETION - CHARLES MYERS-1.txt,2024-04-30,,4,0,4,0,0,0,0,0,0,0,0,0
case,CASE DOCS\04.30.24 - NOTICE OF COMPLETION-1.pdf,extracted_text\04.30.24 - NOTICE OF COMPLETION-1.txt,2024-04-30,,4,0,4,0,0,0,0,0,0,0,0,0
case,CASE DOCS\04.30.24 - Notice of Completion-e077c7fc-1.pdf,extracted_text\04.30.24 - Notice of Completion-e077c7fc-1.txt,2024-04-30,,4,0,4,0,0,0,0,0,0,0,0,0
case,CASE DOCS\05.22.2025_PROPOSED ORDER ON MOTION TO STRIKE OAG-1.pdf,extracted_text\05.22.2025_PROPOSED ORDER ON MOTION TO STRIKE OAG-1.txt,2025-05-22,,4,0,2,0,0,0,0,0,0,0,0,2
case,CASE DOCS\05.27.25 - IFP STATEMENT.pdf,extracted_text\05.27.25 - IFP STATEMENT.txt,2025-05-27,,4,0,2,0,0,0,0,0,0,0,0,2
case,CASE DOCS\06.03.24 - Heartfelt email to MARGIE-1.pdf,extracted_text\06.03.24 - Heartfelt email to MARGIE-1.txt,2024-06-03,,4,2,0,0,0,0,0,2,0,0,0,0
case,CASE DOCS\09.20.24 - RULE 12 MOTION-1.pdf,extracted_text\09.20.24 - RULE 12 MOTION-1.txt,2024-09-20,,4,0,4,0,0,0,0,0,0,0,0,0
case,CASE DOCS\11.06.24 - REQUEST FOR CONFIRMATION OF PROCEDURAL REQUIREMENTS-1.pdf,extracted_text\11.06.24 - REQUEST FOR CONFIRMATION OF PROCEDURAL REQUIREMENTS-1.txt,2024-11-06,,4,0,2,0,0,0,0,2,0,0,0,0
case,CASE DOCS\12.15.25 Notice of Submission.pdf,extracted_text\12.15.25 Notice of Submission.txt,2025-12-15,,4,0,4,0,0,0,0,0,0,0,0,0
case,CASE DOCS\12.22.2023_FROM 322-744538-23  APPLICATION FORPROTECTIVE ORDER-1.pdf,extracted_text\12.22.2023_FROM 322-744538-23  APPLICATION FORPROTECTIVE ORDER-1.txt,2023-12-22,322-744538-23,4,0,0,2,0,0,0,0,2,0,0,0
case,CASE DOCS\12.22.23 Application for Protective Order-1.pdf,extracted_text\12.22.23 Application for Protective Order-1.txt,2023-12-22,,4,0,0,2,0,0,0,0,2,0,0,0
case,CASE DOCS\12.27.23 - Show Cause Service-1.pdf,extracted_text\12.27.23 - Show Cause Service-1.txt,2023-12-27,,4,0,4,0,0,0,0,0,0,0,0,0
research,RESEARCH\vLex-Vincent-1--On-December-13--2023--Morgan-Michelle-Myers-had-a-private-meeting-with-Margie-Evonne-Wilson--Exhi-1.pdf,extracted_research\vLex-Vincent-1--On-December-13--2023--Morgan-Michelle-Myers-had-a-private-meeting-with-Margie-Evonne-Wilson--Exhi-1.txt,,,4,1,0,0,0,0,2,0,0,0,0,1
research,"RESEARCH\vLex-Vincent-In-Texas,-does-a-de-1.pdf","extracted_research\vLex-Vincent-In-Texas,-does-a-de-1.txt",,,4,0,3,0,1,0,0,0,0,0,0,0
research,RESEARCH\vLex-Vincent-Is-it-illegal-for-an-attorney-to-fill-out-an-associate-judge-s-report-and-then-just-get-the-judge-s--1.pdf,extracted_research\vLex-Vincent-Is-it-illegal-for-an-attorney-to-fill-out-an-associate-judge-s-report-and-then-just-get-the-judge-s--1.txt,,,4,1,0,0,0,0,0,3,0,0,0,0
research,RESEARCH\vLex-Vincent-The-wife-made-false-statements-1.pdf,extracted_research\vLex-Vincent-The-wife-made-false-statements-1.txt,,,4,1,0,0,0,0,0,0,3,0,0,0
research,RESEARCH\vLex-Vincent-The-wife-made-false-statements-1c29ea9b-1.pdf,extracted_research\vLex-Vincent-The-wife-made-false-statements-1c29ea9b-1.txt,,,4,1,0,0,0,0,0,0,3,0,0,0
research,RESEARCH\vLex-Vincent-The-wife-made-false-statements-30d75d59-1.pdf,extracted_research\vLex-Vincent-The-wife-made-false-statements-30d75d59-1.txt,,,4,1,0,0,0,0,0,0,3,0,0,0
research,RESEARCH\vLex-Vincent-The-wife-made-false-statements-40f465cd-1.pdf,extracted_research\vLex-Vincent-The-wife-made-false-statements-40f465cd-1.txt,,,4,1,0,0,0,0,0,0,3,0,0,0
